N;Aleat triSelection;PresqueTri triSelection;PresqueTriDeb triSelection;PresqueTriDebFin triSelection;PresqueTriFin triSelection;;;Aleat triBulles;PresqueTri triBulles;PresqueTriDeb triBulles;PresqueTriDebFin triBulles;PresqueTriFin triBulles;;;Aleat triBullesOpti;PresqueTri triBullesOpti;PresqueTriDeb triBullesOpti;PresqueTriDebFin triBullesOpti;PresqueTriFin triBullesOpti;;;Aleat triPeigne;PresqueTri triPeigne;PresqueTriDeb triPeigne;PresqueTriDebFin triPeigne;PresqueTriFin triPeigne;;;Aleat triRapide;PresqueTri triRapide;PresqueTriDeb triRapide;PresqueTriDebFin triRapide;PresqueTriFin triRapide;;;
791;313235;313235;313235;313235;313235;;;312445;312445;312445;312445;312445;;;310849;1579;1579;1579;312445;;;17199;14826;14826;14826;15617;;;8954;9370;10892;9425;9836;;;
792;314027;314027;314027;314027;314027;;;313236;313236;313236;313236;313236;;;312201;1581;1581;1581;313236;;;16429;14845;14845;14845;15637;;;9364;9076;9435;8799;11014;;;
793;314820;314820;314820;314820;314820;;;314028;314028;314028;314028;314028;;;313532;1583;1583;1583;314028;;;15658;14865;14865;14865;15658;;;8858;9051;9211;9162;9206;;;
794;315614;315614;315614;315614;315614;;;314821;314821;314821;314821;314821;;;314755;1585;1585;1585;314821;;;18063;14887;14887;14887;15681;;;10087;9745;10249;9009;9353;;;
795;316409;316409;316409;316409;316409;;;315615;315615;315615;315615;315615;;;315119;1587;1587;1587;315615;;;18879;14904;14904;14904;15699;;;9268;9167;9266;8627;9869;;;
796;317205;317205;317205;317205;317205;;;316410;316410;316410;316410;316410;;;316220;1589;1589;1589;316410;;;17313;14925;14925;14925;15721;;;8693;9389;8650;9011;9363;;;
797;318002;318002;318002;318002;318002;;;317206;317206;317206;317206;317206;;;316855;1591;1591;1591;317206;;;17334;14943;14943;14943;15740;;;9341;9213;9048;8944;9777;;;
798;318800;318800;318800;318800;318800;;;318003;318003;318003;318003;318003;;;317925;1593;1593;1593;318003;;;16561;14965;14965;14965;15763;;;8850;9171;9657;9634;8621;;;
799;319599;319599;319599;319599;319599;;;318801;318801;318801;318801;318801;;;318395;1595;1595;1595;318801;;;18176;14980;14980;14980;15779;;;8800;9552;9152;9251;9380;;;
800;320399;320399;320399;320399;320399;;;319600;319600;319600;319600;319600;;;319249;1597;1597;1597;319600;;;17400;15000;15000;15000;15800;;;9210;9799;9447;9725;9330;;;
801;321200;321200;321200;321200;321200;;;320400;320400;320400;320400;320400;;;320379;1599;1599;1599;320400;;;16623;15021;15021;15021;15822;;;9663;9700;9772;9510;9214;;;
802;322002;322002;322002;322002;322002;;;321201;321201;321201;321201;321201;;;320766;1601;1601;1601;321201;;;17449;15043;15043;15043;15845;;;9055;9383;9521;9483;9163;;;
803;322805;322805;322805;322805;322805;;;322003;322003;322003;322003;322003;;;319447;1603;1603;1603;322003;;;16665;15059;15059;15059;15862;;;9155;10238;9025;9395;9064;;;
804;323609;323609;323609;323609;323609;;;322806;322806;322806;322806;322806;;;322371;1605;1605;1605;322806;;;16686;15078;15078;15078;15882;;;9934;10311;9129;10076;9054;;;
805;324414;324414;324414;324414;324414;;;323610;323610;323610;323610;323610;;;323334;1607;1607;1607;323610;;;17506;15091;15091;15091;15896;;;9573;10139;10440;9780;8998;;;
806;325220;325220;325220;325220;325220;;;324415;324415;324415;324415;324415;;;323380;1609;1609;1609;324415;;;16724;15112;15112;15112;15918;;;9554;8750;10220;9987;9312;;;
807;326027;326027;326027;326027;326027;;;325221;325221;325221;325221;325221;;;325166;1611;1611;1611;325221;;;16748;15134;15134;15134;15941;;;9546;9239;9011;9993;9071;;;
808;326835;326835;326835;326835;326835;;;326028;326028;326028;326028;326028;;;325677;1613;1613;1613;326028;;;17578;15154;15154;15154;15962;;;9460;8879;9611;9434;10999;;;
809;327644;327644;327644;327644;327644;;;326836;326836;326836;326836;326836;;;325296;1615;1615;1615;326836;;;17599;15172;15172;15172;15981;;;10009;9741;9393;8886;8915;;;
810;328454;328454;328454;328454;328454;;;327645;327645;327645;327645;327645;;;327149;1617;1617;1617;327645;;;16809;15189;15189;15189;15999;;;8994;8982;9504;8887;9797;;;
811;329265;329265;329265;329265;329265;;;328455;328455;328455;328455;328455;;;328400;1619;1619;1619;328455;;;17644;15211;15211;15211;16022;;;9009;8691;9444;9916;9126;;;
812;330077;330077;330077;330077;330077;;;329266;329266;329266;329266;329266;;;328276;1621;1621;1621;329266;;;16854;15230;15230;15230;16042;;;9206;9703;9531;9087;8862;;;
813;330890;330890;330890;330890;330890;;;330078;330078;330078;330078;330078;;;330050;1623;1623;1623;330078;;;18503;15251;15251;15251;16064;;;9860;9541;9799;9498;10073;;;
814;331704;331704;331704;331704;331704;;;330891;330891;330891;330891;330891;;;330030;1625;1625;1625;330891;;;17705;15263;15263;15263;16077;;;9172;9303;9288;9648;9569;;;
815;332519;332519;332519;332519;332519;;;331705;331705;331705;331705;331705;;;331209;1627;1627;1627;331705;;;16915;15285;15285;15285;16100;;;10197;10747;8770;9532;9172;;;
816;333335;333335;333335;333335;333335;;;332520;332520;332520;332520;332520;;;332169;1629;1629;1629;332520;;;17753;15305;15305;15305;16121;;;9887;9295;9652;9713;9825;;;
817;334152;334152;334152;334152;334152;;;333336;333336;333336;333336;333336;;;333335;1631;1631;1631;333336;;;17767;15316;15316;15316;16133;;;8908;9463;9225;9610;10176;;;
818;334970;334970;334970;334970;334970;;;334153;334153;334153;334153;334153;;;333523;1633;1633;1633;334153;;;17791;15337;15337;15337;16155;;;9652;10042;10829;9175;9686;;;
819;335789;335789;335789;335789;335789;;;334971;334971;334971;334971;334971;;;333080;1635;1635;1635;334971;;;18627;15351;15351;15351;16170;;;9788;9403;10656;9218;9590;;;
820;336609;336609;336609;336609;336609;;;335790;335790;335790;335790;335790;;;333234;1637;1637;1637;335790;;;17013;15373;15373;15373;16193;;;9394;9456;9300;9107;9427;;;
821;337430;337430;337430;337430;337430;;;336610;336610;336610;336610;336610;;;336604;1639;1639;1639;336610;;;17855;15392;15392;15392;16213;;;10009;9274;9096;10576;11425;;;
822;338252;338252;338252;338252;338252;;;337431;337431;337431;337431;337431;;;336728;1641;1641;1641;337431;;;17056;15412;15412;15412;16234;;;10685;9836;10801;10720;10111;;;
823;339075;339075;339075;339075;339075;;;338253;338253;338253;338253;338253;;;338243;1643;1643;1643;338253;;;17902;15433;15433;15433;16256;;;9668;9501;9831;9150;9772;;;
824;339899;339899;339899;339899;339899;;;339076;339076;339076;339076;339076;;;339021;1645;1645;1645;339076;;;17927;15455;15455;15455;16279;;;9682;9284;9911;10189;10029;;;
825;340724;340724;340724;340724;340724;;;339900;339900;339900;339900;339900;;;339834;1647;1647;1647;339900;;;18773;15473;15473;15473;16298;;;9437;9803;10336;10208;9497;;;
826;341550;341550;341550;341550;341550;;;340725;340725;340725;340725;340725;;;340634;1649;1649;1649;340725;;;17967;15489;15489;15489;16315;;;9225;9609;11834;9920;9323;;;
827;342377;342377;342377;342377;342377;;;341551;341551;341551;341551;341551;;;341431;1651;1651;1651;341551;;;17987;15506;15506;15506;16333;;;9150;9684;9582;9876;9835;;;
828;343205;343205;343205;343205;343205;;;342378;342378;342378;342378;342378;;;342188;1653;1653;1653;342378;;;18012;15528;15528;15528;16356;;;9591;9575;11441;10406;9490;;;
829;344034;344034;344034;344034;344034;;;343206;343206;343206;343206;343206;;;342678;1655;1655;1655;343206;;;18035;15548;15548;15548;16377;;;9574;9763;10404;9169;9863;;;
830;344864;344864;344864;344864;344864;;;344035;344035;344035;344035;344035;;;343930;1657;1657;1657;344035;;;18059;15569;15569;15569;16399;;;9839;10065;9494;10248;9963;;;
831;345695;345695;345695;345695;345695;;;344865;344865;344865;344865;344865;;;344459;1659;1659;1659;344865;;;18908;15584;15584;15584;16415;;;10809;9088;10634;9379;10522;;;
832;346527;346527;346527;346527;346527;;;345696;345696;345696;345696;345696;;;345486;1661;1661;1661;345696;;;18931;15603;15603;15603;16435;;;9577;9625;10014;9522;9604;;;
833;347360;347360;347360;347360;347360;;;346528;346528;346528;346528;346528;;;346275;1663;1663;1663;346528;;;18957;15625;15625;15625;16458;;;9447;10191;10328;9405;9519;;;
834;348194;348194;348194;348194;348194;;;347361;347361;347361;347361;347361;;;347256;1665;1665;1665;347361;;;18979;15643;15643;15643;16477;;;9404;9795;10271;10362;10174;;;
835;349029;349029;349029;349029;349029;;;348195;348195;348195;348195;348195;;;347415;1667;1667;1667;348195;;;19004;15664;15664;15664;16499;;;9931;9425;9956;10931;9820;;;
836;349865;349865;349865;349865;349865;;;349030;349030;349030;349030;349030;;;349020;1669;1669;1669;349030;;;17337;16501;16501;16501;16501;;;10612;10007;9813;9200;9724;;;
837;350702;350702;350702;350702;350702;;;349866;349866;349866;349866;349866;;;345771;1671;1671;1671;349866;;;17361;16524;16524;16524;16524;;;10458;9609;9906;10007;10537;;;
838;351540;351540;351540;351540;351540;;;350703;350703;350703;350703;350703;;;350493;1673;1673;1673;350703;;;17383;16545;16545;16545;16545;;;10363;10101;9712;9320;10561;;;
839;352379;352379;352379;352379;352379;;;351541;351541;351541;351541;351541;;;350875;1675;1675;1675;351541;;;16556;16556;16556;16556;16556;;;10232;10612;10075;11674;9361;;;
840;353219;353219;353219;353219;353219;;;352380;352380;352380;352380;352380;;;352289;1677;1677;1677;352380;;;17418;16578;16578;16578;16578;;;10052;10335;9433;9610;10817;;;
841;354060;354060;354060;354060;354060;;;353220;353220;353220;353220;353220;;;352044;1679;1679;1679;353220;;;17442;16601;16601;16601;16601;;;9912;9748;10686;9837;9632;;;
842;354902;354902;354902;354902;354902;;;354061;354061;354061;354061;354061;;;353871;1681;1681;1681;354061;;;17463;16621;16621;16621;16621;;;9828;10237;9978;10975;9626;;;
843;355745;355745;355745;355745;355745;;;354903;354903;354903;354903;354903;;;353822;1683;1683;1683;354903;;;17482;16639;16639;16639;16639;;;9432;10624;9556;11413;9955;;;
844;356589;356589;356589;356589;356589;;;355746;355746;355746;355746;355746;;;355395;1685;1685;1685;355746;;;18348;16660;16660;16660;16660;;;9400;9539;9478;9355;9822;;;
845;357434;357434;357434;357434;357434;;;356590;356590;356590;356590;356590;;;356400;1687;1687;1687;356590;;;17524;16679;16679;16679;16679;;;9579;9913;9528;10335;9815;;;
846;358280;358280;358280;358280;358280;;;357435;357435;357435;357435;357435;;;356445;1689;1689;1689;357435;;;17548;16702;16702;16702;16702;;;11556;10534;9669;9201;10271;;;
847;359127;359127;359127;359127;359127;;;358281;358281;358281;358281;358281;;;358005;1691;1691;1691;358281;;;17571;16724;16724;16724;16724;;;9813;10146;10113;10092;9790;;;
848;359975;359975;359975;359975;359975;;;359128;359128;359128;359128;359128;;;358225;1693;1693;1693;359128;;;18437;16741;16741;16741;16741;;;10580;9791;10712;10346;9734;;;
849;360824;360824;360824;360824;360824;;;359976;359976;359976;359976;359976;;;358650;1695;1695;1695;359976;;;16761;16761;16761;16761;16761;;;9880;10076;9908;9964;10073;;;
850;361674;361674;361674;361674;361674;;;360825;360825;360825;360825;360825;;;360230;1697;1697;1697;360825;;;17634;16784;16784;16784;16784;;;9615;9661;10996;11775;10225;;;
851;362525;362525;362525;362525;362525;;;361675;361675;361675;361675;361675;;;358354;1699;1699;1699;361675;;;17656;16805;16805;16805;16805;;;10524;9379;10215;10815;10582;;;
852;363377;363377;363377;363377;363377;;;362526;362526;362526;362526;362526;;;362226;1701;1701;1701;362526;;;18531;16827;16827;16827;16827;;;11587;10068;9798;9877;10068;;;
853;364230;364230;364230;364230;364230;;;363378;363378;363378;363378;363378;;;362343;1703;1703;1703;363378;;;17694;16841;16841;16841;16841;;;10229;10909;9485;10521;10386;;;
854;365084;365084;365084;365084;365084;;;364231;364231;364231;364231;364231;;;363636;1705;1705;1705;364231;;;17718;16864;16864;16864;16864;;;10208;10073;9847;10398;10453;;;
855;365939;365939;365939;365939;365939;;;365085;365085;365085;365085;365085;;;363194;1707;1707;1707;365085;;;17735;16880;16880;16880;16880;;;9637;10392;9829;9487;10011;;;
856;366795;366795;366795;366795;366795;;;365940;365940;365940;365940;365940;;;365730;1709;1709;1709;365940;;;17754;16898;16898;16898;16898;;;10043;10939;9706;10658;10351;;;
857;367652;367652;367652;367652;367652;;;366796;366796;366796;366796;366796;;;366418;1711;1711;1711;366796;;;16920;16920;16920;16920;16920;;;9855;10196;9509;9632;9958;;;
858;368510;368510;368510;368510;368510;;;367653;367653;367653;367653;367653;;;367533;1713;1713;1713;367653;;;18655;16939;16939;16939;16939;;;11038;10490;10710;9793;10596;;;
859;369369;369369;369369;369369;369369;;;368511;368511;368511;368511;368511;;;367950;1715;1715;1715;368511;;;17821;16962;16962;16962;16962;;;9674;10325;10242;10492;10103;;;
860;370229;370229;370229;370229;370229;;;369370;369370;369370;369370;369370;;;369364;1717;1717;1717;369370;;;17843;16983;16983;16983;16983;;;12213;10330;9998;10084;9720;;;
861;371090;371090;371090;371090;371090;;;370230;370230;370230;370230;370230;;;370185;1719;1719;1719;370230;;;17864;17003;17003;17003;17003;;;10142;10978;9982;10821;10675;;;
862;371952;371952;371952;371952;371952;;;371091;371091;371091;371091;371091;;;370056;1721;1721;1721;371091;;;17878;17016;17016;17016;17016;;;9598;10776;10528;9421;10229;;;
863;372815;372815;372815;372815;372815;;;371953;371953;371953;371953;371953;;;371938;1723;1723;1723;371953;;;17902;17039;17039;17039;17039;;;11346;9910;9624;10925;10269;;;
864;373679;373679;373679;373679;373679;;;372816;372816;372816;372816;372816;;;372725;1725;1725;1725;372816;;;17925;17061;17061;17061;17061;;;10484;10439;10422;10063;10312;;;
865;374544;374544;374544;374544;374544;;;373680;373680;373680;373680;373680;;;373659;1727;1727;1727;373680;;;17943;17078;17078;17078;17078;;;9939;9903;10054;10163;11040;;;
866;375410;375410;375410;375410;375410;;;374545;374545;374545;374545;374545;;;372400;1729;1729;1729;374545;;;17965;17099;17099;17099;17099;;;10137;10103;10057;10060;10418;;;
867;376277;376277;376277;376277;376277;;;375411;375411;375411;375411;375411;;;375258;1731;1731;1731;375411;;;17989;17122;17122;17122;17122;;;10022;10732;10338;10077;9845;;;
868;377145;377145;377145;377145;377145;;;376278;376278;376278;376278;376278;;;376025;1733;1733;1733;376278;;;18005;17137;17137;17137;17137;;;10435;10348;9779;10259;11424;;;
869;378014;378014;378014;378014;378014;;;377146;377146;377146;377146;377146;;;377101;1735;1735;1735;377146;;;18897;17159;17159;17159;17159;;;9703;12154;9937;10563;10116;;;
870;378884;378884;378884;378884;378884;;;378015;378015;378015;378015;378015;;;377274;1737;1737;1737;378015;;;18919;17179;17179;17179;17179;;;11261;9808;10012;10104;9741;;;
871;379755;379755;379755;379755;379755;;;378885;378885;378885;378885;378885;;;377709;1739;1739;1739;378885;;;18940;17198;17198;17198;17198;;;10856;10206;10055;10449;10440;;;
872;380627;380627;380627;380627;380627;;;379756;379756;379756;379756;379756;;;378271;1741;1741;1741;379756;;;18093;17221;17221;17221;17221;;;9877;10176;10880;10042;9618;;;
873;381500;381500;381500;381500;381500;;;380628;380628;380628;380628;380628;;;379452;1743;1743;1743;380628;;;18988;17242;17242;17242;17242;;;9697;11372;10258;9941;11589;;;
874;382374;382374;382374;382374;382374;;;381501;381501;381501;381501;381501;;;378498;1745;1745;1745;381501;;;18138;17264;17264;17264;17264;;;10069;11645;11240;10292;10108;;;
875;383249;383249;383249;383249;383249;;;382375;382375;382375;382375;382375;;;381814;1747;1747;1747;382375;;;18149;17274;17274;17274;17274;;;10134;10046;10370;10712;11377;;;
876;384125;384125;384125;384125;384125;;;383250;383250;383250;383250;383250;;;383079;1749;1749;1749;383250;;;18173;17297;17297;17297;17297;;;9825;10520;10453;11328;9588;;;
877;385002;385002;385002;385002;385002;;;384126;384126;384126;384126;384126;;;383496;1751;1751;1751;384126;;;18192;17315;17315;17315;17315;;;10722;10258;10538;10881;10157;;;
878;385880;385880;385880;385880;385880;;;385003;385003;385003;385003;385003;;;384793;1753;1753;1753;385003;;;17335;17335;17335;17335;17335;;;11415;10499;11385;12099;11806;;;
879;386759;386759;386759;386759;386759;;;385881;385881;385881;385881;385881;;;385475;1755;1755;1755;385881;;;19109;17351;17351;17351;17351;;;10916;11653;9812;9956;10762;;;
880;387639;387639;387639;387639;387639;;;386760;386760;386760;386760;386760;;;386759;1757;1757;1757;386760;;;18254;17374;17374;17374;17374;;;10033;10103;10573;10201;10324;;;
881;388520;388520;388520;388520;388520;;;387640;387640;387640;387640;387640;;;387619;1759;1759;1759;387640;;;18277;17396;17396;17396;17396;;;10930;10147;10519;11544;10186;;;
882;389402;389402;389402;389402;389402;;;388521;388521;388521;388521;388521;;;388311;1761;1761;1761;388521;;;18299;17417;17417;17417;17417;;;10456;10979;10350;10153;10142;;;
883;390285;390285;390285;390285;390285;;;389403;389403;389403;389403;389403;;;388907;1763;1763;1763;389403;;;18319;17436;17436;17436;17436;;;11607;10708;9850;9674;10588;;;
884;391169;391169;391169;391169;391169;;;390286;390286;390286;390286;390286;;;390133;1765;1765;1765;390286;;;18332;17448;17448;17448;17448;;;10552;10954;10675;10585;10694;;;
885;392054;392054;392054;392054;392054;;;391170;391170;391170;391170;391170;;;390939;1767;1767;1767;391170;;;18356;17471;17471;17471;17471;;;10164;11221;10642;10940;12418;;;
886;392940;392940;392940;392940;392940;;;392055;392055;392055;392055;392055;;;391425;1769;1769;1769;392055;;;18379;17493;17493;17493;17493;;;9662;11131;11282;10059;10539;;;
887;393827;393827;393827;393827;393827;;;392941;392941;392941;392941;392941;;;391563;1771;1771;1771;392941;;;18397;17510;17510;17510;17510;;;9780;10112;10066;11717;10410;;;
888;394715;394715;394715;394715;394715;;;393828;393828;393828;393828;393828;;;392838;1773;1773;1773;393828;;;18419;17531;17531;17531;17531;;;10384;11146;11855;10413;11391;;;
889;395604;395604;395604;395604;395604;;;394716;394716;394716;394716;394716;;;394188;1775;1775;1775;394716;;;18443;17554;17554;17554;17554;;;10811;10840;10830;12415;10036;;;
890;396494;396494;396494;396494;396494;;;395605;395605;395605;395605;395605;;;394615;1777;1777;1777;395605;;;18464;17574;17574;17574;17574;;;10886;10435;11839;10907;10442;;;
891;397385;397385;397385;397385;397385;;;396495;396495;396495;396495;396495;;;396285;1779;1779;1779;396495;;;18487;17596;17596;17596;17596;;;11113;10661;10133;10511;10230;;;
892;398277;398277;398277;398277;398277;;;397386;397386;397386;397386;397386;;;396791;1781;1781;1781;397386;;;18506;17614;17614;17614;17614;;;10220;10247;10078;9821;11241;;;
893;399170;399170;399170;399170;399170;;;398278;398278;398278;398278;398278;;;398047;1783;1783;1783;398278;;;18530;17637;17637;17637;17637;;;11076;10896;10803;11287;11666;;;
894;400064;400064;400064;400064;400064;;;399171;399171;399171;399171;399171;;;397026;1785;1785;1785;399171;;;18545;17651;17651;17651;17651;;;10558;11719;10189;10466;10389;;;
895;400959;400959;400959;400959;400959;;;400065;400065;400065;400065;400065;;;399999;1787;1787;1787;400065;;;18567;17672;17672;17672;17672;;;10379;11133;10711;11815;10723;;;
896;401855;401855;401855;401855;401855;;;400960;400960;400960;400960;400960;;;400807;1789;1789;1789;400960;;;19483;17691;17691;17691;17691;;;10310;10823;10613;10279;10770;;;
897;402752;402752;402752;402752;402752;;;401856;401856;401856;401856;401856;;;401505;1791;1791;1791;401856;;;18610;17713;17713;17713;17713;;;10245;9889;10454;11140;10814;;;
898;403650;403650;403650;403650;403650;;;402753;402753;402753;402753;402753;;;401478;1793;1793;1793;402753;;;18634;17736;17736;17736;17736;;;10911;10454;10715;11120;10871;;;
899;404549;404549;404549;404549;404549;;;403651;403651;403651;403651;403651;;;401940;1795;1795;1795;403651;;;18655;17756;17756;17756;17756;;;10067;10245;10518;10745;10228;;;
900;405449;405449;405449;405449;405449;;;404550;404550;404550;404550;404550;;;404360;1797;1797;1797;404550;;;18671;17771;17771;17771;17771;;;11257;10633;10616;11004;10476;;;
901;406350;406350;406350;406350;406350;;;405450;405450;405450;405450;405450;;;404369;1799;1799;1799;405450;;;23183;17777;17777;17777;17777;;;10971;11762;12047;11013;10918;;;
902;407252;407252;407252;407252;407252;;;406351;406351;406351;406351;406351;;;402948;1801;1801;1801;406351;;;20506;17800;17800;17800;17800;;;10656;11270;10165;10747;10866;;;
903;408155;408155;408155;408155;408155;;;407253;407253;407253;407253;407253;;;407243;1803;1803;1803;407253;;;19628;17822;17822;17822;17822;;;10366;12422;10843;10947;11037;;;
904;409059;409059;409059;409059;409059;;;408156;408156;408156;408156;408156;;;407210;1805;1805;1805;408156;;;18747;17843;17843;17843;17843;;;11467;11403;10311;11266;11562;;;
905;409964;409964;409964;409964;409964;;;409060;409060;409060;409060;409060;;;408907;1807;1807;1807;409060;;;19671;17861;17861;17861;17861;;;10738;10716;11765;9864;12295;;;
906;410870;410870;410870;410870;410870;;;409965;409965;409965;409965;409965;;;409062;1809;1809;1809;409965;;;21508;17884;17884;17884;17884;;;11658;11704;12140;11366;10269;;;
907;411777;411777;411777;411777;411777;;;410871;410871;410871;410871;410871;;;410751;1811;1811;1811;410871;;;20625;17904;17904;17904;17904;;;11595;12719;11372;10281;10455;;;
908;412685;412685;412685;412685;412685;;;411778;411778;411778;411778;411778;;;411525;1813;1813;1813;411778;;;21558;17926;17926;17926;17926;;;10913;12014;10235;11315;10808;;;
909;413594;413594;413594;413594;413594;;;412686;412686;412686;412686;412686;;;412251;1815;1815;1815;412686;;;20672;17945;17945;17945;17945;;;12243;11574;10094;10592;10113;;;
910;414504;414504;414504;414504;414504;;;413595;413595;413595;413595;413595;;;413364;1817;1817;1817;413595;;;19786;17966;17966;17966;17966;;;12136;11653;11301;10871;13179;;;
911;415415;415415;415415;415415;415415;;;414505;414505;414505;414505;414505;;;414229;1819;1819;1819;414505;;;22544;17989;17989;17989;17989;;;11652;10808;10395;10202;10959;;;
912;416327;416327;416327;416327;416327;;;415416;415416;415416;415416;415416;;;414821;1821;1821;1821;415416;;;20742;18006;18006;18006;18006;;;12037;10457;10779;10528;11064;;;
913;417240;417240;417240;417240;417240;;;416328;416328;416328;416328;416328;;;414950;1823;1823;1823;416328;;;21674;18022;18022;18022;18022;;;10484;10707;11401;10661;11546;;;
914;418154;418154;418154;418154;418154;;;417241;417241;417241;417241;417241;;;415701;1825;1825;1825;417241;;;21700;18044;18044;18044;18044;;;10481;11334;11260;10314;11313;;;
915;419069;419069;419069;419069;419069;;;418155;418155;418155;418155;418155;;;417525;1827;1827;1827;418155;;;20812;18067;18067;18067;18067;;;12492;10696;11687;10888;12560;;;
916;419985;419985;419985;419985;419985;;;419070;419070;419070;419070;419070;;;418635;1829;1829;1829;419070;;;20824;18076;18076;18076;18076;;;10742;11637;10500;10493;10281;;;
917;420902;420902;420902;420902;420902;;;419986;419986;419986;419986;419986;;;417906;1831;1831;1831;419986;;;19014;18097;18097;18097;18097;;;10810;11105;11070;11074;12054;;;
918;421820;421820;421820;421820;421820;;;420903;420903;420903;420903;420903;;;420162;1833;1833;1833;420903;;;19035;18117;18117;18117;18117;;;10392;11989;10687;11425;11492;;;
919;422739;422739;422739;422739;422739;;;421821;421821;421821;421821;421821;;;420875;1835;1835;1835;421821;;;19978;18140;18140;18140;18140;;;11799;12048;10359;10497;11532;;;
920;423659;423659;423659;423659;423659;;;422740;422740;422740;422740;422740;;;421960;1837;1837;1837;422740;;;20922;18162;18162;18162;18162;;;11058;10982;10234;10320;11121;;;
921;424580;424580;424580;424580;424580;;;423660;423660;423660;423660;423660;;;423615;1839;1839;1839;423660;;;21865;18181;18181;18181;18181;;;11160;11320;11122;11760;10316;;;
922;425502;425502;425502;425502;425502;;;424581;424581;424581;424581;424581;;;424490;1841;1841;1841;424581;;;20960;18194;18194;18194;18194;;;11212;10804;10810;12367;10547;;;
923;426425;426425;426425;426425;426425;;;425503;425503;425503;425503;425503;;;425493;1843;1843;1843;425503;;;20981;18212;18212;18212;18212;;;10694;10875;11343;10828;11311;;;
924;427349;427349;427349;427349;427349;;;426426;426426;426426;426426;426426;;;426371;1845;1845;1845;426426;;;21007;18235;18235;18235;18235;;;11057;11586;11438;11972;11873;;;
925;428274;428274;428274;428274;428274;;;427350;427350;427350;427350;427350;;;426404;1847;1847;1847;427350;;;20107;18257;18257;18257;18257;;;10526;11141;12376;11281;10888;;;
926;429200;429200;429200;429200;429200;;;428275;428275;428275;428275;428275;;;427455;1849;1849;1849;428275;;;21982;18278;18278;18278;18278;;;11594;11423;10674;10878;12270;;;
927;430127;430127;430127;430127;430127;;;429201;429201;429201;429201;429201;;;428606;1851;1851;1851;429201;;;22006;18298;18298;18298;18298;;;12052;11145;10811;11572;11157;;;
928;431055;431055;431055;431055;431055;;;430128;430128;430128;430128;430128;;;427917;1853;1853;1853;430128;;;20177;18321;18321;18321;18321;;;11821;12573;11892;10661;10770;;;
929;431984;431984;431984;431984;431984;;;431056;431056;431056;431056;431056;;;430731;1855;1855;1855;431056;;;19267;18338;18338;18338;18338;;;11652;10808;12451;11876;10988;;;
930;432914;432914;432914;432914;432914;;;431985;431985;431985;431985;431985;;;430950;1857;1857;1857;431985;;;22073;18353;18353;18353;18353;;;12052;11797;11289;11034;11366;;;
931;433845;433845;433845;433845;433845;;;432915;432915;432915;432915;432915;;;432285;1859;1859;1859;432915;;;21168;18375;18375;18375;18375;;;11100;11217;11874;13042;10686;;;
932;434777;434777;434777;434777;434777;;;433846;433846;433846;433846;433846;;;433768;1861;1861;1861;433846;;;20262;18398;18398;18398;18398;;;10679;10683;10758;11455;11015;;;
933;435710;435710;435710;435710;435710;;;434778;434778;434778;434778;434778;;;433788;1863;1863;1863;434778;;;22151;18419;18419;18419;18419;;;11419;11328;11198;11244;10376;;;
934;436644;436644;436644;436644;436644;;;435711;435711;435711;435711;435711;;;434970;1865;1865;1865;435711;;;22174;18438;18438;18438;18438;;;11512;11666;11219;11156;11194;;;
935;437579;437579;437579;437579;437579;;;436645;436645;436645;436645;436645;;;436369;1867;1867;1867;436645;;;20328;18458;18458;18458;18458;;;11004;11558;10583;12719;10598;;;
936;438515;438515;438515;438515;438515;;;437580;437580;437580;437580;437580;;;437409;1869;1869;1869;437580;;;22224;18480;18480;18480;18480;;;10466;13316;11314;11615;11032;;;
937;439452;439452;439452;439452;439452;;;438516;438516;438516;438516;438516;;;437241;1871;1871;1871;438516;;;20377;18503;18503;18503;18503;;;11898;11079;12660;11591;11514;;;
938;440390;440390;440390;440390;440390;;;439453;439453;439453;439453;439453;;;439200;1873;1873;1873;439453;;;21333;18519;18519;18519;18519;;;10265;11468;11426;11487;11303;;;
939;441329;441329;441329;441329;441329;;;440391;440391;440391;440391;440391;;;439725;1875;1875;1875;440391;;;24174;18540;18540;18540;18540;;;11407;11245;10823;12162;11353;;;
940;442269;442269;442269;442269;442269;;;441330;441330;441330;441330;441330;;;441159;1877;1877;1877;441330;;;22318;18558;18558;18558;18558;;;10712;12988;11255;12827;10962;;;
941;443210;443210;443210;443210;443210;;;442270;442270;442270;442270;442270;;;440500;1879;1879;1879;442270;;;21404;18581;18581;18581;18581;;;11564;11541;11316;13803;11348;;;
942;444152;444152;444152;444152;444152;;;443211;443211;443211;443211;443211;;;442911;1881;1881;1881;443211;;;22371;18603;18603;18603;18603;;;11520;10698;11136;11284;10649;;;
943;445095;445095;445095;445095;445095;;;444153;444153;444153;444153;444153;;;443163;1883;1883;1883;444153;;;22389;18617;18617;18617;18617;;;10945;10745;11905;12788;10796;;;
944;446039;446039;446039;446039;446039;;;445096;445096;445096;445096;445096;;;443016;1885;1885;1885;445096;;;22412;18636;18636;18636;18636;;;12297;11880;11409;11104;11396;;;
945;446984;446984;446984;446984;446984;;;446040;446040;446040;446040;446040;;;441762;1887;1887;1887;446040;;;21494;18659;18659;18659;18659;;;11456;11178;11527;11483;10922;;;
