N;Aleat triSelection;PresqueTri triSelection;PresqueTriDeb triSelection;PresqueTriDebFin triSelection;PresqueTriFin triSelection;;;Aleat triBulles;PresqueTri triBulles;PresqueTriDeb triBulles;PresqueTriDebFin triBulles;PresqueTriFin triBulles;;;Aleat triBullesOpti;PresqueTri triBullesOpti;PresqueTriDeb triBullesOpti;PresqueTriDebFin triBullesOpti;PresqueTriFin triBullesOpti;;;Aleat triPeigne;PresqueTri triPeigne;PresqueTriDeb triPeigne;PresqueTriDebFin triPeigne;PresqueTriFin triPeigne;;;Aleat triRapide;PresqueTri triRapide;PresqueTriDeb triRapide;PresqueTriDebFin triRapide;PresqueTriFin triRapide;;;
185;17204;17204;17204;17204;17204;;;17020;17020;17020;17020;17020;;;16767;367;367;367;17020;;;2583;2583;2583;2583;2583;;;1718;1631;1617;1672;1754;;;
186;17390;17390;17390;17390;17390;;;17205;17205;17205;17205;17205;;;16740;369;369;369;17205;;;2775;2589;2589;2589;2589;;;1738;1580;1846;1655;1686;;;
187;17577;17577;17577;17577;17577;;;17391;17391;17391;17391;17391;;;17138;371;371;371;17391;;;2793;2606;2606;2606;2606;;;1759;1565;1622;1678;1623;;;
188;17765;17765;17765;17765;17765;;;17578;17578;17578;17578;17578;;;17082;373;373;373;17578;;;2810;2622;2622;2622;2622;;;1630;1638;1608;1652;1566;;;
189;17954;17954;17954;17954;17954;;;17766;17766;17766;17766;17766;;;17730;375;375;375;17766;;;2820;2631;2631;2631;2631;;;1585;1761;1709;1559;1581;;;
190;18144;18144;18144;18144;18144;;;17955;17955;17955;17955;17955;;;17940;377;377;377;17955;;;3214;2644;2644;2644;2644;;;2051;1741;1593;1851;1857;;;
191;18335;18335;18335;18335;18335;;;18145;18145;18145;18145;18145;;;18109;379;379;379;18145;;;2661;2661;2661;2661;2661;;;1657;1838;1645;1730;1653;;;
192;18527;18527;18527;18527;18527;;;18336;18336;18336;18336;18336;;;18308;381;381;381;18336;;;2676;2676;2676;2676;2676;;;1613;1573;1776;1839;1751;;;
193;18720;18720;18720;18720;18720;;;18528;18528;18528;18528;18528;;;18500;383;383;383;18528;;;2885;2692;2692;2692;2692;;;1869;1646;1788;1989;1733;;;
194;18914;18914;18914;18914;18914;;;18721;18721;18721;18721;18721;;;18370;385;385;385;18721;;;2706;2706;2706;2706;2706;;;1995;1867;1729;1542;1659;;;
195;19109;19109;19109;19109;19109;;;18915;18915;18915;18915;18915;;;18354;387;387;387;18915;;;2905;2710;2710;2710;2905;;;1985;1860;1701;1703;1903;;;
196;19305;19305;19305;19305;19305;;;19110;19110;19110;19110;19110;;;19082;389;389;389;19110;;;2923;2727;2727;2727;2923;;;1998;1945;1680;1615;1885;;;
197;19502;19502;19502;19502;19502;;;19306;19306;19306;19306;19306;;;18603;391;391;391;19306;;;2935;2738;2738;2738;2935;;;1711;1682;1787;1810;1792;;;
198;19700;19700;19700;19700;19700;;;19503;19503;19503;19503;19503;;;19500;393;393;393;19503;;;2952;2754;2754;2754;2952;;;1849;1850;1890;1840;1711;;;
199;19899;19899;19899;19899;19899;;;19701;19701;19701;19701;19701;;;19635;395;395;395;19701;;;3164;2766;2766;2766;2965;;;2017;1647;1752;1899;1798;;;
200;20099;20099;20099;20099;20099;;;19900;19900;19900;19900;19900;;;19494;397;397;397;19900;;;3183;2783;2783;2783;2983;;;1880;1742;1904;1769;1745;;;
201;20300;20300;20300;20300;20300;;;20100;20100;20100;20100;20100;;;20072;399;399;399;20100;;;2999;2798;2798;2798;2999;;;1733;1918;1774;1742;2075;;;
202;20502;20502;20502;20502;20502;;;20301;20301;20301;20301;20301;;;20025;401;401;401;20301;;;3215;2811;2811;2811;3013;;;1911;1890;1879;1893;1954;;;
203;20705;20705;20705;20705;20705;;;20503;20503;20503;20503;20503;;;20367;403;403;403;20503;;;3231;2825;2825;2825;3028;;;1869;1729;1917;1815;1835;;;
204;20909;20909;20909;20909;20909;;;20706;20706;20706;20706;20706;;;20553;405;405;405;20706;;;3046;2842;2842;2842;3046;;;1885;1882;1985;2235;1856;;;
205;21114;21114;21114;21114;21114;;;20910;20910;20910;20910;20910;;;20774;407;407;407;20910;;;3268;2858;2858;2858;3063;;;1887;1804;2202;1939;1685;;;
206;21320;21320;21320;21320;21320;;;21115;21115;21115;21115;21115;;;20905;409;409;409;21115;;;3074;2868;2868;2868;3074;;;1800;1947;1725;1778;1930;;;
207;21527;21527;21527;21527;21527;;;21321;21321;21321;21321;21321;;;21068;411;411;411;21321;;;3504;2883;2883;2883;3090;;;1835;1936;1869;1747;2145;;;
208;21735;21735;21735;21735;21735;;;21528;21528;21528;21528;21528;;;21408;413;413;413;21528;;;3307;2891;2891;2891;3099;;;2136;2270;1798;1773;1834;;;
209;21944;21944;21944;21944;21944;;;21736;21736;21736;21736;21736;;;21301;415;415;415;21736;;;3326;2908;2908;2908;3117;;;2003;2044;2192;1913;1726;;;
210;22154;22154;22154;22154;22154;;;21945;21945;21945;21945;21945;;;21714;417;417;417;21945;;;3554;2924;2924;2924;3134;;;1768;2057;1807;2101;2040;;;
211;22365;22365;22365;22365;22365;;;22155;22155;22155;22155;22155;;;22154;419;419;419;22155;;;3142;2931;2931;2931;3142;;;2089;2018;1870;1950;2130;;;
212;22577;22577;22577;22577;22577;;;22366;22366;22366;22366;22366;;;21805;421;421;421;22366;;;3369;2945;2945;2945;3157;;;2078;1790;1980;2101;1861;;;
213;22790;22790;22790;22790;22790;;;22578;22578;22578;22578;22578;;;22347;423;423;423;22578;;;3601;2962;2962;2962;3175;;;2018;1969;1945;1905;2010;;;
214;23004;23004;23004;23004;23004;;;22791;22791;22791;22791;22791;;;22088;425;425;425;22791;;;3405;2977;2977;2977;3191;;;2029;2095;2143;1880;2014;;;
215;23219;23219;23219;23219;23219;;;23005;23005;23005;23005;23005;;;22984;427;427;427;23005;;;3208;2993;2993;2993;3208;;;2042;1939;2002;2045;1997;;;
216;23435;23435;23435;23435;23435;;;23220;23220;23220;23220;23220;;;23115;429;429;429;23220;;;3222;3006;3006;3006;3222;;;2029;2202;1874;1852;1904;;;
217;23652;23652;23652;23652;23652;;;23436;23436;23436;23436;23436;;;23030;431;431;431;23436;;;3457;3023;3023;3023;3240;;;2083;2328;2088;1869;1807;;;
218;23870;23870;23870;23870;23870;;;23653;23653;23653;23653;23653;;;23617;433;433;433;23653;;;3471;3035;3035;3035;3253;;;2042;2108;2127;1978;2094;;;
219;24089;24089;24089;24089;24089;;;23871;23871;23871;23871;23871;;;23661;435;435;435;23871;;;3703;3046;3046;3046;3265;;;1910;1903;2057;1928;1923;;;
220;24309;24309;24309;24309;24309;;;24090;24090;24090;24090;24090;;;24090;437;437;437;24090;;;3500;3060;3060;3060;3280;;;1851;2044;2462;2416;1985;;;
221;24530;24530;24530;24530;24530;;;24310;24310;24310;24310;24310;;;24010;439;439;439;24310;;;3518;3076;3076;3076;3297;;;2097;2061;1998;2253;2226;;;
222;24752;24752;24752;24752;24752;;;24531;24531;24531;24531;24531;;;24035;441;441;441;24531;;;3759;3093;3093;3093;3315;;;1978;2180;2070;2044;2062;;;
223;24975;24975;24975;24975;24975;;;24753;24753;24753;24753;24753;;;24600;443;443;443;24753;;;3331;3108;3108;3108;3108;;;2084;2260;2372;1950;2011;;;
224;25199;25199;25199;25199;25199;;;24976;24976;24976;24976;24976;;;24448;445;445;445;24976;;;3557;3333;3333;3333;3333;;;2224;2012;2180;2103;2210;;;
225;25424;25424;25424;25424;25424;;;25200;25200;25200;25200;25200;;;24990;447;447;447;25200;;;3344;3344;3344;3344;3344;;;1951;1999;2102;2034;2203;;;
226;25650;25650;25650;25650;25650;;;25425;25425;25425;25425;25425;;;25389;449;449;449;25425;;;3362;3362;3362;3362;3362;;;1957;2075;2152;2061;2094;;;
227;25877;25877;25877;25877;25877;;;25651;25651;25651;25651;25651;;;25630;451;451;451;25651;;;3606;3379;3379;3379;3379;;;2111;2233;2076;2180;2123;;;
228;26105;26105;26105;26105;26105;;;25878;25878;25878;25878;25878;;;25017;453;453;453;25878;;;3393;3393;3393;3393;3393;;;2046;1977;2153;2193;2128;;;
229;26334;26334;26334;26334;26334;;;26106;26106;26106;26106;26106;;;26028;455;455;455;26106;;;3409;3409;3409;3409;3409;;;2095;2096;2021;2174;2228;;;
230;26564;26564;26564;26564;26564;;;26335;26335;26335;26335;26335;;;25774;457;457;457;26335;;;3427;3427;3427;3427;3427;;;1963;2261;2211;2129;2241;;;
231;26795;26795;26795;26795;26795;;;26565;26565;26565;26565;26565;;;26312;459;459;459;26565;;;3440;3440;3440;3440;3440;;;2062;2395;2043;2300;2047;;;
232;27027;27027;27027;27027;27027;;;26796;26796;26796;26796;26796;;;26718;461;461;461;26796;;;3689;3457;3457;3457;3457;;;1965;2382;2256;2372;2491;;;
233;27260;27260;27260;27260;27260;;;27028;27028;27028;27028;27028;;;26818;463;463;463;27028;;;3472;3472;3472;3472;3472;;;2445;2068;2429;2346;2369;;;
234;27494;27494;27494;27494;27494;;;27261;27261;27261;27261;27261;;;27246;465;465;465;27261;;;3482;3482;3482;3482;3482;;;2152;2254;2104;2352;2691;;;
235;27729;27729;27729;27729;27729;;;27495;27495;27495;27495;27495;;;27480;467;467;467;27495;;;3500;3500;3500;3500;3500;;;2103;2246;2312;2281;2100;;;
236;27965;27965;27965;27965;27965;;;27730;27730;27730;27730;27730;;;27685;469;469;469;27730;;;3752;3516;3516;3516;3516;;;2311;2295;2175;2044;2328;;;
237;28202;28202;28202;28202;28202;;;27966;27966;27966;27966;27966;;;27615;471;471;471;27966;;;3528;3528;3528;3528;3528;;;2103;2216;2083;1985;2274;;;
238;28440;28440;28440;28440;28440;;;28203;28203;28203;28203;28203;;;28112;473;473;473;28203;;;3783;3545;3545;3545;3545;;;2102;2170;2588;2168;2320;;;
239;28679;28679;28679;28679;28679;;;28441;28441;28441;28441;28441;;;28440;475;475;475;28441;;;3802;3563;3563;3563;3563;;;2268;2297;2318;2560;2205;;;
240;28919;28919;28919;28919;28919;;;28680;28680;28680;28680;28680;;;28490;477;477;477;28680;;;3577;3577;3577;3577;3577;;;2579;2215;2206;2243;2268;;;
241;29160;29160;29160;29160;29160;;;28920;28920;28920;28920;28920;;;28815;479;479;479;28920;;;3833;3592;3592;3592;3592;;;2187;2238;2273;2516;2262;;;
242;29402;29402;29402;29402;29402;;;29161;29161;29161;29161;29161;;;29008;481;481;481;29161;;;4324;3598;3598;3598;3598;;;2224;2680;2284;2559;2062;;;
243;29645;29645;29645;29645;29645;;;29403;29403;29403;29403;29403;;;29232;483;483;483;29403;;;4102;3616;3616;3616;3616;;;2295;2315;2040;2142;2127;;;
244;29889;29889;29889;29889;29889;;;29646;29646;29646;29646;29646;;;29493;485;485;485;29646;;;4853;3633;3633;3633;3633;;;2688;2194;2685;2433;2296;;;
245;30134;30134;30134;30134;30134;;;29890;29890;29890;29890;29890;;;29565;487;487;487;29890;;;3894;3649;3649;3649;3649;;;2688;2469;2194;2555;2168;;;
246;30380;30380;30380;30380;30380;;;30135;30135;30135;30135;30135;;;29810;489;489;489;30135;;;3658;3658;3658;3658;3658;;;2377;2485;2267;2246;2338;;;
247;30627;30627;30627;30627;30627;;;30381;30381;30381;30381;30381;;;30371;491;491;491;30381;;;3918;3671;3671;3671;3671;;;2334;2418;2288;2147;2315;;;
248;30875;30875;30875;30875;30875;;;30628;30628;30628;30628;30628;;;29998;493;493;493;30628;;;4433;3689;3689;3689;3689;;;2796;2709;2473;2202;2315;;;
249;31124;31124;31124;31124;31124;;;30876;30876;30876;30876;30876;;;30810;495;495;495;30876;;;3955;3706;3706;3706;3706;;;2412;2209;2343;2382;2829;;;
250;31374;31374;31374;31374;31374;;;31125;31125;31125;31125;31125;;;30849;497;497;497;31125;;;4471;3721;3721;3721;3721;;;2405;2385;2213;2293;2490;;;
251;31625;31625;31625;31625;31625;;;31375;31375;31375;31375;31375;;;30997;499;499;499;31375;;;4239;3737;3737;3737;3737;;;2440;2309;2273;2260;2462;;;
252;31877;31877;31877;31877;31877;;;31626;31626;31626;31626;31626;;;31590;501;501;501;31626;;;4259;3755;3755;3755;3755;;;2451;2437;2519;2298;2538;;;
253;32130;32130;32130;32130;32130;;;31878;31878;31878;31878;31878;;;31578;503;503;503;31878;;;4275;3769;3769;3769;3769;;;2328;2325;2525;2281;2354;;;
254;32384;32384;32384;32384;32384;;;32131;32131;32131;32131;32131;;;31878;505;505;505;32131;;;4027;3773;3773;3773;4027;;;2680;2325;2302;2573;2328;;;
255;32639;32639;32639;32639;32639;;;32385;32385;32385;32385;32385;;;31920;507;507;507;32385;;;4300;3790;3790;3790;4045;;;2307;2394;2444;2440;2280;;;
256;32895;32895;32895;32895;32895;;;32640;32640;32640;32640;32640;;;32520;509;509;509;32640;;;4064;3808;3808;3808;4064;;;2270;2455;2634;2548;2466;;;
257;33152;33152;33152;33152;33152;;;32896;32896;32896;32896;32896;;;32665;511;511;511;32896;;;4076;3819;3819;3819;4076;;;2468;2403;2499;2398;2383;;;
258;33410;33410;33410;33410;33410;;;33153;33153;33153;33153;33153;;;32828;513;513;513;33153;;;4093;3835;3835;3835;4093;;;2527;2725;2431;2347;2461;;;
259;33669;33669;33669;33669;33669;;;33411;33411;33411;33411;33411;;;33320;515;515;515;33411;;;4365;3847;3847;3847;4106;;;2354;2427;2644;2492;2276;;;
260;33929;33929;33929;33929;33929;;;33670;33670;33670;33670;33670;;;33370;517;517;517;33670;;;4124;3864;3864;3864;4124;;;2631;2793;2427;2305;2347;;;
261;34190;34190;34190;34190;34190;;;33930;33930;33930;33930;33930;;;33924;519;519;519;33930;;;4143;3882;3882;3882;4143;;;2509;2432;2460;2615;2719;;;
262;34452;34452;34452;34452;34452;;;34191;34191;34191;34191;34191;;;34125;521;521;521;34191;;;4683;3897;3897;3897;3897;;;2482;2570;2717;2402;2569;;;
263;34715;34715;34715;34715;34715;;;34453;34453;34453;34453;34453;;;34317;523;523;523;34453;;;4436;3910;3910;3910;4173;;;2573;2578;2565;2859;2531;;;
264;34979;34979;34979;34979;34979;;;34716;34716;34716;34716;34716;;;34625;525;525;525;34716;;;4188;3924;3924;3924;4188;;;2579;2491;2490;2475;2320;;;
265;35244;35244;35244;35244;35244;;;34980;34980;34980;34980;34980;;;34655;527;527;527;34980;;;4472;3942;3942;3942;4207;;;2404;2392;2496;2432;2655;;;
266;35510;35510;35510;35510;35510;;;35245;35245;35245;35245;35245;;;35055;529;529;529;35245;;;4491;3959;3959;3959;4225;;;2495;2440;2489;2375;2675;;;
267;35777;35777;35777;35777;35777;;;35511;35511;35511;35511;35511;;;35433;531;531;531;35511;;;4509;3975;3975;3975;4242;;;2609;2437;2363;2784;2943;;;
268;36045;36045;36045;36045;36045;;;35778;35778;35778;35778;35778;;;35525;533;533;533;35778;;;4253;3985;3985;3985;4253;;;2710;2562;2747;2644;2662;;;
269;36314;36314;36314;36314;36314;;;36046;36046;36046;36046;36046;;;36001;535;535;535;36046;;;4541;4003;4003;4003;4272;;;2980;2605;2853;2630;2491;;;
270;36584;36584;36584;36584;36584;;;36315;36315;36315;36315;36315;;;36305;537;537;537;36315;;;4558;4018;4018;4018;4288;;;2558;2783;2782;2620;2471;;;
271;36855;36855;36855;36855;36855;;;36585;36585;36585;36585;36585;;;36234;539;539;539;36585;;;4839;4026;4026;4026;4297;;;2476;2565;2565;2500;2601;;;
272;37127;37127;37127;37127;37127;;;36856;36856;36856;36856;36856;;;36751;541;541;541;36856;;;4587;4043;4043;4043;4315;;;2518;2796;2768;2546;2581;;;
273;37400;37400;37400;37400;37400;;;37128;37128;37128;37128;37128;;;37092;543;543;543;37128;;;5151;4059;4059;4059;4332;;;2427;2460;2464;2629;2834;;;
274;37674;37674;37674;37674;37674;;;37401;37401;37401;37401;37401;;;37391;545;545;545;37401;;;4351;4077;4077;4077;4351;;;2714;2855;2762;3018;2487;;;
275;37949;37949;37949;37949;37949;;;37675;37675;37675;37675;37675;;;36972;547;547;547;37675;;;4359;4084;4084;4084;4359;;;2593;2605;2959;2639;2719;;;
276;38225;38225;38225;38225;38225;;;37950;37950;37950;37950;37950;;;37947;549;549;549;37950;;;4926;4098;4098;4098;4374;;;2778;2570;2364;2927;2625;;;
277;38502;38502;38502;38502;38502;;;38226;38226;38226;38226;38226;;;38171;551;551;551;38226;;;4669;4115;4115;4115;4392;;;2861;3057;2591;2647;2518;;;
278;38780;38780;38780;38780;38780;;;38503;38503;38503;38503;38503;;;38467;553;553;553;38503;;;4967;4133;4133;4133;4411;;;2519;2875;2931;2467;2503;;;
279;39059;39059;39059;39059;39059;;;38781;38781;38781;38781;38781;;;37878;555;555;555;38781;;;4706;4148;4148;4148;4427;;;2454;2590;2657;2952;2816;;;
280;39339;39339;39339;39339;39339;;;39060;39060;39060;39060;39060;;;38784;557;557;557;39060;;;4444;4164;4164;4164;4444;;;2672;2654;2871;3100;2884;;;
281;39620;39620;39620;39620;39620;;;39340;39340;39340;39340;39340;;;39334;559;559;559;39340;;;4458;4177;4177;4177;4458;;;2751;2525;2822;2495;2571;;;
282;39902;39902;39902;39902;39902;;;39621;39621;39621;39621;39621;;;38880;561;561;561;39621;;;4759;4195;4195;4195;4477;;;2688;2872;2597;2857;2823;;;
283;40185;40185;40185;40185;40185;;;39903;39903;39903;39903;39903;;;39603;563;563;563;39903;;;4778;4212;4212;4212;4495;;;2719;3125;3034;2723;2748;;;
284;40469;40469;40469;40469;40469;;;40186;40186;40186;40186;40186;;;40150;565;565;565;40186;;;4792;4224;4224;4224;4508;;;2969;2888;2621;3182;2717;;;
285;40754;40754;40754;40754;40754;;;40470;40470;40470;40470;40470;;;39942;567;567;567;40470;;;4805;4235;4235;4235;4520;;;2652;2797;2822;2577;2811;;;
286;41040;41040;41040;41040;41040;;;40755;40755;40755;40755;40755;;;40689;569;569;569;40755;;;5107;4249;4249;4249;4535;;;2969;3071;2764;2608;2600;;;
287;41327;41327;41327;41327;41327;;;41041;41041;41041;41041;41041;;;40716;571;571;571;41041;;;4554;4267;4267;4267;4554;;;2693;2687;2624;2748;3212;;;
288;41615;41615;41615;41615;41615;;;41328;41328;41328;41328;41328;;;41322;573;573;573;41328;;;6299;4283;4283;4283;4571;;;2624;2975;2716;2742;2693;;;
289;41904;41904;41904;41904;41904;;;41616;41616;41616;41616;41616;;;41561;575;575;575;41616;;;4878;4300;4300;4300;4589;;;2755;2806;2646;3063;2829;;;
290;42194;42194;42194;42194;42194;;;41905;41905;41905;41905;41905;;;41202;577;577;577;41905;;;5185;4315;4315;4315;4605;;;2724;2789;2680;2679;2799;;;
291;42485;42485;42485;42485;42485;;;42195;42195;42195;42195;42195;;;42159;579;579;579;42195;;;4915;4333;4333;4333;4624;;;2851;2720;2924;2702;2990;;;
292;42777;42777;42777;42777;42777;;;42486;42486;42486;42486;42486;;;42333;581;581;581;42486;;;4918;4626;4626;4626;4626;;;2632;2930;2769;2621;2680;;;
293;43070;43070;43070;43070;43070;;;42778;42778;42778;42778;42778;;;42217;583;583;583;42778;;;5223;4637;4637;4637;4637;;;3303;3053;2826;3075;3062;;;
294;43364;43364;43364;43364;43364;;;43071;43071;43071;43071;43071;;;42993;585;585;585;43071;;;4655;4655;4655;4655;4655;;;2803;3028;3092;2670;2828;;;
295;43659;43659;43659;43659;43659;;;43365;43365;43365;43365;43365;;;43260;587;587;587;43365;;;4674;4674;4674;4674;4674;;;2834;2698;2954;2845;2771;;;
296;43955;43955;43955;43955;43955;;;43660;43660;43660;43660;43660;;;43657;589;589;589;43660;;;4987;4691;4691;4691;4691;;;3171;3353;2883;2814;2852;;;
297;44252;44252;44252;44252;44252;;;43956;43956;43956;43956;43956;;;43491;591;591;591;43956;;;5002;4705;4705;4705;4705;;;2632;2989;2773;2851;2922;;;
298;44550;44550;44550;44550;44550;;;44253;44253;44253;44253;44253;;;43902;593;593;593;44253;;;4721;4721;4721;4721;4721;;;3223;3033;2981;2819;2915;;;
299;44849;44849;44849;44849;44849;;;44551;44551;44551;44551;44551;;;44116;595;595;595;44551;;;5038;4739;4739;4739;4739;;;2863;2912;2780;3061;2920;;;
300;45149;45149;45149;45149;45149;;;44850;44850;44850;44850;44850;;;44829;597;597;597;44850;;;5058;4758;4758;4758;4758;;;3055;2891;3230;2759;2833;;;
301;45450;45450;45450;45450;45450;;;45150;45150;45150;45150;45150;;;44799;599;599;599;45150;;;5072;4771;4771;4771;4771;;;3252;2990;2822;3163;2792;;;
302;45752;45752;45752;45752;45752;;;45451;45451;45451;45451;45451;;;45175;601;601;601;45451;;;4788;4788;4788;4788;4788;;;3159;2857;2860;2863;3052;;;
303;46055;46055;46055;46055;46055;;;45753;45753;45753;45753;45753;;;45648;603;603;603;45753;;;4803;4803;4803;4803;4803;;;2816;2906;2935;2788;2713;;;
304;46359;46359;46359;46359;46359;;;46056;46056;46056;46056;46056;;;46056;605;605;605;46056;;;5126;4822;4822;4822;4822;;;3094;3408;3102;3131;2748;;;
305;46664;46664;46664;46664;46664;;;46360;46360;46360;46360;46360;;;46255;607;607;607;46360;;;5137;4832;4832;4832;4832;;;3281;2925;3208;2977;3282;;;
306;46970;46970;46970;46970;46970;;;46665;46665;46665;46665;46665;;;46455;609;609;609;46665;;;5156;4850;4850;4850;4850;;;2972;3234;3358;3093;2911;;;
307;47277;47277;47277;47277;47277;;;46971;46971;46971;46971;46971;;;46443;611;611;611;46971;;;5173;4866;4866;4866;4866;;;3526;3397;3070;3003;2922;;;
308;47585;47585;47585;47585;47585;;;47278;47278;47278;47278;47278;;;46953;613;613;613;47278;;;5193;4885;4885;4885;4885;;;2823;3385;3510;2942;3240;;;
309;47894;47894;47894;47894;47894;;;47586;47586;47586;47586;47586;;;47531;615;615;615;47586;;;5515;4897;4897;4897;4897;;;3101;3055;2992;3041;3269;;;
310;48204;48204;48204;48204;48204;;;47895;47895;47895;47895;47895;;;47570;617;617;617;47895;;;4914;4914;4914;4914;4914;;;3061;3081;2948;2735;2969;;;
311;48515;48515;48515;48515;48515;;;48205;48205;48205;48205;48205;;;48069;619;619;619;48205;;;4932;4932;4932;4932;4932;;;3119;3296;3029;3225;2899;;;
312;48827;48827;48827;48827;48827;;;48516;48516;48516;48516;48516;;;48081;621;621;621;48516;;;5258;4946;4946;4946;4946;;;3334;3017;3008;3604;3181;;;
313;49140;49140;49140;49140;49140;;;48828;48828;48828;48828;48828;;;48708;623;623;623;48828;;;4965;4965;4965;4965;4965;;;2997;3126;3286;3242;3709;;;
314;49454;49454;49454;49454;49454;;;49141;49141;49141;49141;49141;;;48613;625;625;625;49141;;;5294;4980;4980;4980;4980;;;2824;2989;3166;2963;3363;;;
315;49769;49769;49769;49769;49769;;;49455;49455;49455;49455;49455;;;49335;627;627;627;49455;;;5301;4986;4986;4986;4986;;;2960;2864;3046;3183;2923;;;
316;50085;50085;50085;50085;50085;;;49770;49770;49770;49770;49770;;;49274;629;629;629;49770;;;5636;5004;5004;5004;5004;;;3136;3254;3198;3303;3023;;;
317;50402;50402;50402;50402;50402;;;50086;50086;50086;50086;50086;;;50050;631;631;631;50086;;;5340;5023;5023;5023;5023;;;3367;3254;3198;3171;3550;;;
318;50720;50720;50720;50720;50720;;;50403;50403;50403;50403;50403;;;49542;633;633;633;50403;;;5358;5040;5040;5040;5040;;;3147;2942;3174;2985;3035;;;
319;51039;51039;51039;51039;51039;;;50721;50721;50721;50721;50721;;;50550;635;635;635;50721;;;5694;5056;5056;5056;5056;;;3134;3343;3244;3212;3281;;;
320;51359;51359;51359;51359;51359;;;51040;51040;51040;51040;51040;;;50850;637;637;637;51040;;;5065;5065;5065;5065;5065;;;3161;3650;3109;3067;3063;;;
321;51680;51680;51680;51680;51680;;;51360;51360;51360;51360;51360;;;51294;639;639;639;51360;;;5405;5084;5084;5084;5084;;;3334;3308;3062;3203;2973;;;
322;52002;52002;52002;52002;52002;;;51681;51681;51681;51681;51681;;;51636;641;641;641;51681;;;5419;5097;5097;5097;5097;;;3405;3386;3481;3615;3333;;;
323;52325;52325;52325;52325;52325;;;52003;52003;52003;52003;52003;;;51507;643;643;643;52003;;;5438;5115;5115;5115;5115;;;3131;3417;3272;3500;2958;;;
324;52649;52649;52649;52649;52649;;;52326;52326;52326;52326;52326;;;52260;645;645;645;52326;;;5456;5132;5132;5132;5132;;;3420;3211;3153;3318;3183;;;
325;52974;52974;52974;52974;52974;;;52650;52650;52650;52650;52650;;;52545;647;647;647;52650;;;5147;5147;5147;5147;5147;;;3123;3067;3247;3317;3375;;;
326;53300;53300;53300;53300;53300;;;52975;52975;52975;52975;52975;;;52309;649;649;649;52975;;;5492;5166;5166;5166;5166;;;3395;3390;3014;3236;3192;;;
327;53627;53627;53627;53627;53627;;;53301;53301;53301;53301;53301;;;53165;651;651;651;53301;;;5509;5182;5182;5182;5182;;;3443;3197;3175;3413;3335;;;
328;53955;53955;53955;53955;53955;;;53628;53628;53628;53628;53628;;;53550;653;653;653;53628;;;6184;5200;5200;5200;5200;;;3438;3207;3124;3340;3305;;;
329;54284;54284;54284;54284;54284;;;53956;53956;53956;53956;53956;;;53953;655;655;655;53956;;;6201;5214;5214;5214;5214;;;3353;3256;3581;3593;3527;;;
330;54614;54614;54614;54614;54614;;;54285;54285;54285;54285;54285;;;53985;657;657;657;54285;;;5563;5233;5233;5233;5233;;;3320;3206;3394;3316;3359;;;
331;54945;54945;54945;54945;54945;;;54615;54615;54615;54615;54615;;;54579;659;659;659;54615;;;5899;5237;5237;5237;5568;;;3882;3115;3482;3331;3687;;;
332;55277;55277;55277;55277;55277;;;54946;54946;54946;54946;54946;;;54901;661;661;661;54946;;;5586;5254;5254;5254;5586;;;3520;3167;3516;3492;3322;;;
333;55610;55610;55610;55610;55610;;;55278;55278;55278;55278;55278;;;54243;663;663;663;55278;;;6271;5272;5272;5272;5605;;;3560;3335;3174;3613;3424;;;
334;55944;55944;55944;55944;55944;;;55611;55611;55611;55611;55611;;;55205;665;665;665;55611;;;6293;5291;5291;5291;5625;;;3400;3168;3393;3373;3448;;;
335;56279;56279;56279;56279;56279;;;55945;55945;55945;55945;55945;;;55204;667;667;667;55945;;;5637;5302;5302;5302;5637;;;3361;3246;3147;3253;3151;;;
336;56615;56615;56615;56615;56615;;;56280;56280;56280;56280;56280;;;56109;669;669;669;56280;;;6662;5318;5318;5318;5654;;;3130;3992;3912;3650;3161;;;
337;56952;56952;56952;56952;56952;;;56616;56616;56616;56616;56616;;;56561;671;671;671;56616;;;6004;5330;5330;5330;5667;;;3446;3395;3554;3507;3633;;;
338;57290;57290;57290;57290;57290;;;56953;56953;56953;56953;56953;;;56862;673;673;673;56953;;;6699;5347;5347;5347;5347;;;3330;3961;3468;3415;3691;;;
339;57629;57629;57629;57629;57629;;;57291;57291;57291;57291;57291;;;55461;675;675;675;57291;;;6722;5366;5366;5366;5705;;;3264;3305;3647;3286;3347;;;
340;57969;57969;57969;57969;57969;;;57630;57630;57630;57630;57630;;;57539;677;677;677;57630;;;7084;5384;5384;5384;5724;;;3330;3354;3734;3538;3194;;;
